cell_type,n,nt,sc,dom_layer,layer_b_pct,tot,contra_pct,out_syn
CB1399,6,gaba,central,,,,1.06,2912.0
CB1400,2,acetylcholine,central,,,,6.01,2346.0
CB1401,9,glutamate,central,,,,0.12,2477.0
CB1402,3,gaba,central,,,,0.32,630.0
CB1403,3,acetylcholine,central,,,,6.31,1267.0
CB1405,2,glutamate,central,,,,0.18,2256.0
CB1406,9,glutamate,central,,,,19.9,824.0
CB1407,5,acetylcholine,central,,,,3.05,1015.0
CB1408,2,glutamate,central,,,,9.22,1009.0
CB1410,3,acetylcholine,central,,,,3.12,320.0
CB1412,4,gaba,central,,,,3.03,3301.0
CB1413,3,acetylcholine,central,,,,0.75,666.0
CB1414,4,gaba,central,,,,39.42,4130.0
CB1416,2,glutamate,central,,,,0.7,426.0
CB1417,4,gaba,central,,,,0.09,3262.0
CB1418,4,gaba,central,,,,3.34,1949.0
CB1419,6,acetylcholine,central,,,,4.09,1637.0
CB1420,7,glutamate,central,,,,40.35,1368.0
CB1421,2,gaba,central,,,,13.54,591.0
CB1422,6,acetylcholine,central,,,,97.58,2232.0
CB1423,12,acetylcholine,central,,,,45.39,2461.0
CB1424,6,glutamate,central,,,,81.02,880.0
CB1425,3,acetylcholine,central,,,,34.61,8798.0
CB1426,2,acetylcholine,central,,,,83.0,694.0
CB1427,8,gaba,central,,,,1.63,2693.0
CB1428,3,gaba,central,,,,84.79,2169.0
CB1429,4,acetylcholine,central,,,,8.71,735.0
CB1430,4,acetylcholine,central,,,,25.98,662.0
CB1431,4,acetylcholine,central,,,,95.37,1512.0
CB1432,4,gaba,central,,,,0.12,1663.0
CB1433,2,acetylcholine,central,,,,32.94,844.0
CB1434,7,glutamate,central,,,,12.78,2175.0
CB1435,5,acetylcholine,central,,,,66.91,417.0
CB1437,6,acetylcholine,central,,,,21.72,1487.0
CB1438,3,gaba,central,,,,4.02,970.0
CB1439,8,gaba,central,,,,10.25,4694.0
CB1440,6,glutamate,central,,,,4.12,825.0
CB1441,2,acetylcholine,central,,,,1.28,78.0
CB1442,3,acetylcholine,central,,,,1.64,366.0
CB1443,6,glutamate,central,,,,13.7,635.0
CB1444,4,dopamine,central,,,,47.14,3509.0
CB1445,4,acetylcholine,central,,,,10.51,1009.0
CB1446,4,acetylcholine,central,,,,4.75,4277.0
CB1447,6,gaba,central,,,,3.23,2598.0
CB1448,4,acetylcholine,central,,,,0.93,1074.0
CB1449,2,glutamate,central,,,,10.56,322.0
CB1450,6,acetylcholine,central,,,,94.28,2027.0
CB1451,6,glutamate,central,,,,7.9,1798.0
CB1452,4,gaba,central,,,,41.79,1230.0
CB1454,9,glutamate,central,,,,6.47,2812.0
CB1455,3,acetylcholine,central,,,,1.15,1994.0
CB1456,11,glutamate,central,,,,46.69,2011.0
CB1457,10,glutamate,central,,,,5.13,1675.0
CB1458,5,glutamate,central,,,,37.58,1610.0
CB1459,7,acetylcholine,central,,,,0.65,4902.0
CB1460,4,acetylcholine,central,,,,0.4,998.0
CB1461,2,acetylcholine,central,,,,1.76,795.0
CB1462,4,acetylcholine,central,,,,0.79,1013.0
CB1463,4,acetylcholine,central,,,,0.3,2306.0
CB1464,7,acetylcholine,central,,,,18.88,3136.0
CB1466,8,acetylcholine,central,,,,3.3,2031.0
CB1467,4,acetylcholine,central,,,,2.51,1034.0
CB1468,2,acetylcholine,central,,,,18.09,514.0
CB1469,18,glutamate,central,,,,8.92,1491.0
CB1470,3,acetylcholine,central,,,,27.65,1794.0
CB1471,5,acetylcholine,central,,,,6.8,926.0
CB1472,2,gaba,central,,,,6.61,348.0
CB1473,5,gaba,central,,,,11.08,1851.0
CB1474,4,acetylcholine,central,,,,46.11,1518.0
CB1475,4,acetylcholine,central,,,,49.9,1032.0
CB1476,6,acetylcholine,central,,,,5.82,5104.0
CB1477,4,acetylcholine,central,,,,50.57,1052.0
CB1478,4,glutamate,central,,,,51.85,1165.0
CB1479,20,glutamate,central,,,,89.43,2857.0
CB1481,2,glutamate,central,,,,95.5,1800.0
CB1482,11,glutamate,central,,,,78.98,2926.0
CB1483,2,gaba,central,,,,0.78,514.0
CB1484,6,acetylcholine,central,,,,41.75,3382.0
CB1485,2,acetylcholine,central,,,,18.76,757.0
CB1487,5,acetylcholine,central,,,,87.77,1954.0
CB1488,8,gaba,central,,,,28.52,3566.0
CB1489,4,acetylcholine,central,,,,6.45,1085.0
CB1490,5,gaba,central,,,,0.14,735.0
CB1491,3,acetylcholine,central,,,,1.98,959.0
CB1492,3,acetylcholine,central,,,,55.09,521.0
CB1493,3,acetylcholine,central,,,,84.8,546.0
CB1494,2,acetylcholine,central,,,,2.78,540.0
CB1495,4,acetylcholine,central,,,,37.84,1509.0
CB1496,5,gaba,central,,,,2.16,1526.0
CB1497,2,acetylcholine,central,,,,5.12,586.0
CB1498,6,acetylcholine,central,,,,15.66,1245.0
CB1499,2,acetylcholine,central,,,,2.21,588.0
CB1500,4,acetylcholine,central,,,,0.28,722.0
CB1501,6,glutamate,central,,,,0.74,541.0
CB1502,7,gaba,central,,,,46.88,4166.0
CB1503,4,glutamate,central,,,,0.79,1515.0
CB1504,2,glutamate,central,,,,3.08,422.0
CB1505,3,acetylcholine,central,,,,31.86,998.0
CB1506,5,acetylcholine,central,,,,43.34,953.0
CB1507,2,gaba,central,,,,37.39,1725.0
CB1508,7,acetylcholine,central,,,,72.3,1076.0
CB1509,2,gaba,central,,,,0.11,882.0
CB1510,4,gaba,central,,,,91.24,1895.0
CB1511,7,glutamate,central,,,,5.23,2790.0
CB1512,4,acetylcholine,central,,,,1.94,826.0
CB1513,7,acetylcholine,central,,,,0.68,2359.0
CB1514,3,acetylcholine,central,,,,40.32,873.0
CB1515,7,glutamate,central,,,,0.48,2893.0
CB1516,4,glutamate,central,,,,94.5,600.0
CB1517,5,gaba,central,,,,39.53,893.0
CB1518,2,glutamate,central,,,,0.55,2748.0
CB1519,4,acetylcholine,central,,,,2.07,967.0
CB1520,2,acetylcholine,central,,,,0.96,1352.0
CB1522,3,acetylcholine,central,,,,17.57,3699.0
CB1523,7,glutamate,central,,,,98.36,2933.0
CB1524,4,acetylcholine,central,,,,7.44,1331.0
CB1527,3,gaba,central,,,,1.47,1022.0
CB1529,4,acetylcholine,central,,,,7.19,723.0
CB1531,2,acetylcholine,central,,,,21.25,734.0
CB1532,4,acetylcholine,central,,,,11.64,687.0
CB1533,2,acetylcholine,central,,,,61.63,2020.0
CB1534,3,acetylcholine,central,,,,15.27,1447.0
CB1537,8,serotonin,central,,,,48.99,1092.0
CB1538,6,gaba,central,,,,34.33,2415.0
CB1539,4,glutamate,central,,,,6.48,586.0
CB1541,3,acetylcholine,central,,,,61.2,1196.0
CB1542,11,acetylcholine,central,,,,37.78,23952.0
CB1543,6,acetylcholine,central,,,,4.44,4523.0
CB1544,4,gaba,central,,,,70.72,1134.0
CB1545,6,glutamate,central,,,,5.45,2055.0
CB1546,7,gaba,central,,,,9.19,3405.0
CB1547,4,acetylcholine,central,,,,94.22,1125.0
CB1548,5,acetylcholine,central,,,,1.17,256.0
CB1549,4,glutamate,central,,,,0.62,3244.0
CB1550,3,acetylcholine,central,,,,84.73,1447.0
CB1551,2,acetylcholine,central,,,,9.9,1182.0
CB1552,9,acetylcholine,central,,,,3.76,5658.0
CB1553,2,acetylcholine,central,,,,50.71,1055.0
CB1554,4,acetylcholine,central,,,,91.12,1396.0
CB1556,18,glutamate,central,,,,89.16,2545.0
CB1557,4,acetylcholine,central,,,,8.0,4426.0
CB1558,5,gaba,central,,,,0.85,1419.0
CB1559,4,glutamate,central,,,,2.91,826.0
CB1560,2,acetylcholine,central,,,,1.93,363.0
CB1562,2,gaba,central,,,,39.92,1255.0
CB1563,7,acetylcholine,central,,,,33.03,3748.0
CB1564,4,acetylcholine,central,,,,3.01,831.0
CB1565,5,acetylcholine,central,,,,7.71,3361.0
CB1566,2,acetylcholine,central,,,,46.62,1643.0
CB1567,5,glutamate,central,,,,1.66,1143.0
CB1568,3,acetylcholine,central,,,,24.24,1287.0
CB1569,3,acetylcholine,central,,,,0.5,3373.0
CB1570,9,acetylcholine,central,,,,1.48,2632.0
CB1573,3,acetylcholine,central,,,,3.09,940.0
CB1574,6,acetylcholine,central,,,,42.44,985.0
CB1575,9,acetylcholine,central,,,,6.49,4670.0
CB1576,4,glutamate,central,,,,95.5,888.0
CB1577,5,glutamate,central,,,,0.93,1713.0
CB1578,5,gaba,central,,,,4.59,1199.0
CB1579,3,acetylcholine,central,,,,22.2,1842.0
CB1580,5,gaba,central,,,,15.11,2416.0
CB1582,4,acetylcholine,central,,,,95.84,4397.0
CB1583,8,glutamate,central,,,,9.27,1240.0
CB1584,4,gaba,central,,,,27.07,2593.0
CB1585,11,acetylcholine,central,,,,61.99,2447.0
CB1586,8,acetylcholine,central,,,,66.96,1910.0
CB1587,7,gaba,central,,,,7.3,1780.0
CB1588,2,acetylcholine,central,,,,88.3,3044.0
CB1589,6,acetylcholine,central,,,,4.72,1165.0
CB1590,5,glutamate,central,,,,7.18,766.0
CB1591,8,acetylcholine,central,,,,60.26,3787.0
CB1593,6,glutamate,central,,,,5.17,755.0
CB1594,2,acetylcholine,central,,,,1.83,931.0
CB1595,8,acetylcholine,central,,,,0.13,794.0
CB1596,3,acetylcholine,central,,,,16.42,1596.0
CB1597,10,acetylcholine,central,,,,16.38,2509.0
CB1599,2,acetylcholine,central,,,,0.62,642.0
CB1601,6,gaba,central,,,,2.23,716.0
CB1603,2,glutamate,central,,,,12.8,422.0
CB1604,6,acetylcholine,central,,,,1.15,1133.0
CB1605,6,acetylcholine,central,,,,1.25,4871.0
CB1607,2,acetylcholine,central,,,,50.43,690.0
CB1608,8,glutamate,central,,,,10.19,628.0
CB1609,3,acetylcholine,central,,,,93.55,899.0
CB1610,8,glutamate,central,,,,11.95,2435.0
CB1613,4,gaba,central,,,,0.16,2533.0
CB1614,2,gaba,central,,,,2.9,1447.0
CB1616,2,acetylcholine,central,,,,2.24,938.0
CB1617,16,glutamate,central,,,,2.82,1847.0
CB1618,4,acetylcholine,central,,,,5.88,306.0
CB1619,4,gaba,central,,,,0.5,1599.0
CB1620,4,acetylcholine,central,,,,1.68,3102.0
CB1621,2,glutamate,central,,,,21.29,526.0
CB1622,4,glutamate,central,,,,0.93,2365.0
CB1624,10,acetylcholine,central,,,,8.02,212.0
CB1625,2,acetylcholine,central,,,,0.83,1930.0
CB1626,4,glutamate,central,,,,2.76,1195.0
CB1627,3,acetylcholine,central,,,,6.6,470.0
CB1628,4,acetylcholine,central,,,,4.23,921.0
CB1629,7,acetylcholine,central,,,,1.01,2771.0
CB1630,3,gaba,central,,,,0.22,1375.0
CB1632,2,gaba,central,,,,1.5,2669.0
CB1635,5,acetylcholine,central,,,,5.3,1716.0
CB1636,2,glutamate,central,,,,8.74,892.0
CB1637,4,acetylcholine,central,,,,2.92,1405.0
CB1638,9,acetylcholine,central,,,,2.12,565.0
CB1640,10,acetylcholine,central,,,,22.33,3493.0
CB1641,5,glutamate,central,,,,94.6,852.0
CB1642,2,acetylcholine,central,,,,91.89,913.0
CB1643,2,glutamate,central,,,,35.82,656.0
CB1644,2,acetylcholine,central,,,,7.25,414.0
CB1646,4,glutamate,central,,,,1.33,1129.0
CB1647,2,gaba,central,,,,0.98,919.0
CB1648,15,glutamate,central,,,,32.0,2306.0
CB1649,2,acetylcholine,central,,,,46.01,476.0
CB1650,2,acetylcholine,central,,,,9.82,662.0
CB1652,2,acetylcholine,central,,,,46.82,786.0
CB1653,4,glutamate,central,,,,6.8,515.0
CB1654,5,acetylcholine,central,,,,13.79,2364.0
CB1655,2,acetylcholine,central,,,,0.56,1257.0
CB1656,6,acetylcholine,central,,,,6.03,2156.0
CB1657,6,glutamate,central,,,,21.55,5934.0
CB1658,2,glutamate,central,,,,1.19,252.0
CB1659,3,acetylcholine,central,,,,12.04,706.0
CB1660,4,glutamate,central,,,,2.7,963.0
CB1661,3,glutamate,central,,,,1.13,1146.0
CB1662,6,gaba,central,,,,4.48,1719.0
CB1663,4,acetylcholine,central,,,,1.63,1655.0
CB1664,8,gaba,central,,,,0.45,4226.0
CB1665,5,acetylcholine,central,,,,0.5,999.0
CB1666,2,acetylcholine,central,,,,57.16,698.0
CB1667,4,acetylcholine,central,,,,4.83,1803.0
CB1668,7,glutamate,central,,,,33.18,1326.0
CB1670,5,glutamate,central,,,,0.84,1074.0
CB1671,5,acetylcholine,central,,,,55.05,961.0
CB1672,3,acetylcholine,central,,,,24.51,1489.0
CB1673,4,glutamate,central,,,,26.31,2011.0
CB1675,4,acetylcholine,central,,,,47.04,6014.0
CB1676,4,acetylcholine,central,,,,15.43,5093.0
CB1678,3,acetylcholine,central,,,,0.85,4122.0
CB1679,6,glutamate,central,,,,12.64,736.0
CB1680,4,glutamate,central,,,,73.68,851.0
CB1681,2,acetylcholine,central,,,,2.11,570.0
CB1682,4,gaba,central,,,,0.76,2748.0
CB1683,3,glutamate,central,,,,5.4,1093.0
CB1684,2,glutamate,central,,,,98.64,1180.0
CB1685,9,glutamate,central,,,,1.29,929.0
CB1686,8,gaba,central,,,,9.34,3008.0
CB1687,4,glutamate,central,,,,3.57,981.0
CB1688,5,acetylcholine,central,,,,31.66,5329.0
CB1691,3,acetylcholine,central,,,,4.31,1114.0
CB1692,3,acetylcholine,central,,,,51.46,2023.0
CB1693,4,gaba,central,,,,14.14,2213.0
CB1695,4,acetylcholine,central,,,,52.19,3361.0
CB1696,9,glutamate,central,,,,43.12,1890.0
CB1697,3,acetylcholine,central,,,,14.34,1625.0
CB1698,7,glutamate,central,,,,3.66,2104.0
CB1699,5,glutamate,central,,,,1.0,1304.0
CB1700,2,acetylcholine,central,,,,2.92,480.0
CB1701,6,gaba,central,,,,2.59,1697.0
CB1702,3,acetylcholine,central,,,,41.57,3392.0
CB1703,4,acetylcholine,central,,,,22.72,2025.0
CB1704,3,acetylcholine,central,,,,1.98,455.0
CB1705,7,gaba,central,,,,28.06,2352.0
CB1706,2,acetylcholine,central,,,,52.01,1694.0
CB1708,4,glutamate,central,,,,90.36,985.0
CB1709,6,glutamate,central,,,,44.31,1124.0
CB1712,12,acetylcholine,central,,,,6.96,1695.0
CB1713,4,acetylcholine,central,,,,3.78,1296.0
CB1714,2,glutamate,central,,,,5.19,1637.0
CB1716,4,acetylcholine,central,,,,53.34,1828.0
CB1717,4,acetylcholine,central,,,,0.98,2354.0
CB1718,4,glutamate,central,,,,25.73,793.0
CB1720,4,acetylcholine,central,,,,0.79,1008.0
CB1721,4,acetylcholine,central,,,,10.85,2415.0
CB1722,6,gaba,central,,,,0.21,482.0
CB1724,4,acetylcholine,central,,,,2.38,2898.0
CB1725,4,glutamate,central,,,,0.84,957.0
CB1726,2,glutamate,central,,,,0.0,628.0
CB1727,2,acetylcholine,central,,,,15.06,664.0
CB1728,6,acetylcholine,central,,,,95.07,1358.0
CB1729,3,acetylcholine,central,,,,41.12,428.0
CB1730,3,acetylcholine,central,,,,6.0,767.0
CB1731,4,acetylcholine,central,,,,6.6,1136.0
CB1733,2,glutamate,central,,,,0.91,219.0
CB1734,4,acetylcholine,central,,,,45.11,1543.0
CB1735,7,glutamate,central,,,,0.24,1669.0
CB1737,6,acetylcholine,central,,,,0.29,700.0
CB1738,9,acetylcholine,central,,,,27.3,2538.0
CB1739,5,acetylcholine,central,,,,1.64,1036.0
CB1740,2,acetylcholine,central,,,,49.5,598.0
CB1741,4,acetylcholine,central,,,,17.44,969.0
CB1742,2,acetylcholine,central,,,,84.34,2579.0
CB1743,2,acetylcholine,central,,,,59.88,678.0
CB1744,5,acetylcholine,central,,,,35.9,2042.0
CB1745,3,acetylcholine,central,,,,86.89,1373.0
CB1747,4,acetylcholine,central,,,,5.23,976.0
CB1748,2,acetylcholine,central,,,,12.02,1398.0
CB1750,9,gaba,central,,,,8.09,3040.0
CB1751,2,acetylcholine,central,,,,66.2,1006.0
CB1752,5,acetylcholine,central,,,,0.46,434.0
CB1753,5,acetylcholine,central,,,,1.11,1260.0
CB1754,5,gaba,central,,,,7.88,2184.0
CB1755,2,glutamate,central,,,,1.17,511.0
CB1757,4,glutamate,central,,,,0.0,270.0
CB1758,2,acetylcholine,central,,,,17.3,2653.0
CB1759,12,acetylcholine,central,,,,1.45,1867.0
CB1760,6,gaba,central,,,,7.79,5672.0
CB1761,12,gaba,central,,,,7.92,2893.0
CB1762,5,acetylcholine,central,,,,38.16,760.0
CB1764,4,acetylcholine,central,,,,35.12,1962.0
CB1765,5,gaba,central,,,,16.38,5268.0
CB1766,2,acetylcholine,central,,,,3.44,1309.0
CB1767,7,glutamate,central,,,,81.05,1082.0
CB1769,3,acetylcholine,central,,,,32.23,605.0
CB1770,4,glutamate,central,,,,6.78,855.0
CB1771,3,acetylcholine,central,,,,23.43,1558.0
CB1772,4,acetylcholine,central,,,,93.44,1174.0
CB1774,5,gaba,central,,,,10.07,1847.0
CB1775,4,glutamate,central,,,,41.36,515.0
CB1776,6,acetylcholine,central,,,,3.21,1401.0
CB1778,2,gaba,central,,,,11.76,561.0
CB1779,2,acetylcholine,central,,,,54.34,692.0
CB1780,7,acetylcholine,central,,,,1.69,3376.0
CB1781,5,acetylcholine,central,,,,39.21,1719.0
CB1782,5,acetylcholine,central,,,,0.73,953.0
CB1783,7,acetylcholine,central,,,,10.12,3813.0
CB1784,3,acetylcholine,central,,,,2.81,996.0
CB1785,4,gaba,central,,,,24.3,827.0
CB1786,15,glutamate,central,,,,89.86,2800.0
CB1786_a,4,glutamate,central,,,,78.87,743.0
CB1786_b,3,glutamate,central,,,,81.35,622.0
CB1787,2,acetylcholine,central,,,,78.55,1105.0
CB1789,11,glutamate,central,,,,83.03,1473.0
CB1790,2,acetylcholine,central,,,,24.77,642.0
CB1791,11,glutamate,central,,,,19.76,1356.0
CB1792,3,gaba,central,,,,18.77,1044.0
CB1793,2,gaba,central,,,,0.7,1285.0
CB1794,7,glutamate,central,,,,8.26,1670.0
CB1795,4,acetylcholine,central,,,,2.49,2573.0
CB1797,2,gaba,central,,,,0.3,1326.0
CB1799,6,acetylcholine,central,,,,0.39,1790.0
CB1800,3,acetylcholine,central,,,,1.6,625.0
CB1803,4,acetylcholine,central,,,,3.08,1593.0
CB1804,3,acetylcholine,central,,,,2.33,1074.0
CB1805,6,glutamate,central,,,,81.43,1228.0
CB1807,4,glutamate,central,,,,2.99,1372.0
CB1808,3,glutamate,central,,,,19.01,826.0
CB1809,7,acetylcholine,central,,,,0.52,5177.0
CB1810,7,glutamate,central,,,,98.74,2706.0
CB1811,4,acetylcholine,central,,,,0.98,1930.0
CB1812,5,glutamate,central,,,,95.52,4483.0
CB1814,5,acetylcholine,central,,,,47.39,861.0
CB1815,3,glutamate,central,,,,51.8,859.0
CB1816,4,gaba,central,,,,9.52,2564.0
CB1817a,2,acetylcholine,central,,,,9.01,4903.0
CB1817b,2,acetylcholine,central,,,,15.93,4243.0
CB1818,4,acetylcholine,central,,,,61.49,1911.0
CB1819,4,acetylcholine,central,,,,1.35,3336.0
CB1820,2,glutamate,central,,,,1.5,133.0
CB1821,2,gaba,central,,,,1.04,479.0
CB1822,4,acetylcholine,central,,,,16.07,1593.0
CB1823,3,glutamate,central,,,,23.89,1126.0
CB1824,10,gaba,central,,,,9.7,1279.0
CB1825,3,acetylcholine,central,,,,80.57,350.0
CB1826,8,gaba,central,,,,25.68,1624.0
CB1827,10,acetylcholine,central,,,,1.47,4217.0
CB1828,1,acetylcholine,central,,,,44.44,468.0
CB1829,2,acetylcholine,central,,,,18.55,539.0
CB1830,3,gaba,central,,,,2.96,1048.0
CB1831,8,acetylcholine,central,,,,12.31,3509.0
CB1833,5,glutamate,central,,,,46.23,1367.0
CB1834,4,acetylcholine,central,,,,86.66,1589.0
CB1836,8,glutamate,central,,,,94.2,1827.0
CB1837,5,glutamate,central,,,,2.03,1427.0
CB1838,8,gaba,central,,,,0.73,1226.0
CB1839,4,acetylcholine,central,,,,0.67,4941.0
CB1841,4,acetylcholine,central,,,,51.83,2082.0
CB1842,5,acetylcholine,central,,,,4.48,2680.0
CB1843,6,acetylcholine,central,,,,1.08,1021.0
CB1844,6,glutamate,central,,,,3.19,1504.0
CB1845,4,glutamate,central,,,,98.05,2257.0
CB1846,5,glutamate,central,,,,0.95,733.0
CB1849,3,acetylcholine,central,,,,1.78,506.0
CB1850,4,glutamate,central,,,,1.42,562.0
CB1851,8,glutamate,central,,,,47.37,1370.0
CB1852,4,acetylcholine,central,,,,4.43,3272.0
CB1853,5,glutamate,central,,,,6.27,1068.0
CB1854,2,acetylcholine,central,,,,4.34,369.0
CB1855,5,glutamate,central,,,,0.57,530.0
CB1856,4,acetylcholine,central,,,,92.38,1208.0
CB1857,2,acetylcholine,central,,,,50.76,1651.0
CB1858,6,gaba,central,,,,14.45,2858.0
CB1859,2,acetylcholine,central,,,,1.87,267.0
CB1860,6,gaba,central,,,,0.23,2647.0
CB1861,8,glutamate,central,,,,2.99,1471.0
CB1864,2,acetylcholine,central,,,,1.48,943.0
CB1865,2,glutamate,central,,,,44.66,712.0
CB1866,4,acetylcholine,central,,,,50.33,1534.0
CB1868,7,glutamate,central,,,,3.64,1071.0
CB1869,3,acetylcholine,central,,,,41.52,1226.0
CB1870,2,acetylcholine,central,,,,1.88,1225.0
CB1871,7,glutamate,central,,,,49.17,4181.0
CB1872,3,acetylcholine,central,,,,2.89,277.0
CB1873,3,glutamate,central,,,,93.78,1560.0
CB1874,2,glutamate,central,,,,0.71,1418.0
CB1875,3,acetylcholine,central,,,,36.6,1686.0
CB1876,22,acetylcholine,central,,,,29.05,2854.0
CB1877,4,acetylcholine,central,,,,4.39,3871.0
CB1879,2,acetylcholine,central,,,,1.32,380.0
CB1880,1,glutamate,central,,,,0.0,148.0
CB1881,8,acetylcholine,central,,,,68.07,3931.0
CB1883,3,acetylcholine,central,,,,58.1,3807.0
CB1884,6,glutamate,central,,,,0.88,567.0
CB1885,5,acetylcholine,central,,,,8.7,1976.0
CB1886,3,acetylcholine,central,,,,0.87,1963.0
CB1887,4,acetylcholine,central,,,,0.84,594.0
CB1888,4,acetylcholine,central,,,,30.48,1552.0
CB1889,5,acetylcholine,central,,,,7.02,1482.0
CB1890,4,acetylcholine,central,,,,40.38,2038.0
CB1891,10,glutamate,central,,,,40.79,5820.0
CB1892,4,glutamate,central,,,,78.55,1273.0
CB1893,8,glutamate,central,,,,94.82,3589.0
CB1894,4,glutamate,central,,,,0.0,355.0
CB1895,8,acetylcholine,central,,,,13.91,2710.0
CB1896,5,acetylcholine,central,,,,5.67,900.0
CB1897,8,acetylcholine,central,,,,47.66,2545.0
CB1898,4,acetylcholine,central,,,,14.16,1744.0
CB1899,6,glutamate,central,,,,0.74,1765.0
CB1900,2,acetylcholine,central,,,,64.47,197.0
CB1901,10,acetylcholine,central,,,,2.56,1834.0
CB1902,4,acetylcholine,central,,,,48.18,963.0
CB1903,5,acetylcholine,central,,,,8.65,3377.0
CB1904,6,acetylcholine,central,,,,31.62,917.0
CB1905,2,glutamate,central,,,,3.29,152.0
CB1906,4,acetylcholine,central,,,,1.98,4285.0
CB1908,4,acetylcholine,central,,,,36.78,3940.0
CB1909,6,acetylcholine,central,,,,0.65,772.0
CB1910,4,acetylcholine,central,,,,48.38,1453.0
CB1911,3,glutamate,central,,,,39.84,2628.0
CB1912,3,acetylcholine,central,,,,0.95,1796.0
CB1913,3,glutamate,central,,,,3.4,736.0
CB1914,3,acetylcholine,central,,,,78.51,1075.0
CB1916,4,gaba,central,,,,8.89,1170.0
CB1917,4,acetylcholine,central,,,,4.43,926.0
CB1918,9,gaba,central,,,,1.56,1601.0
CB1919,5,acetylcholine,central,,,,43.42,1437.0
CB1920,10,acetylcholine,central,,,,0.48,12811.0
CB1921,4,acetylcholine,central,,,,1.41,1423.0
CB1922,2,acetylcholine,central,,,,9.39,458.0
CB1923,10,acetylcholine,central,,,,1.35,1034.0
CB1924,4,acetylcholine,central,,,,33.73,1079.0
CB1925,4,acetylcholine,central,,,,21.87,878.0
CB1926,2,glutamate,central,,,,50.97,773.0
CB1927,2,gaba,central,,,,0.61,1155.0
CB1928,5,glutamate,central,,,,4.11,1120.0
CB1929,4,glutamate,central,,,,0.82,1349.0
CB1930,6,acetylcholine,central,,,,37.08,855.0
CB1931,2,glutamate,central,,,,1.1,363.0
CB1932,13,acetylcholine,central,,,,19.5,6472.0
CB1933,2,acetylcholine,central,,,,2.97,539.0
CB1934,2,acetylcholine,central,,,,15.11,834.0
CB1935,3,glutamate,central,,,,0.22,455.0
CB1936,5,gaba,central,,,,9.01,2220.0
CB1937,13,glutamate,central,,,,1.7,881.0
CB1938,2,acetylcholine,central,,,,29.03,1130.0
CB1939,8,glutamate,central,,,,0.49,1842.0
CB1941,2,gaba,central,,,,46.61,1311.0
CB1942,6,gaba,central,,,,1.2,3509.0
CB1943,4,gaba,central,,,,0.39,2058.0
CB1944,4,gaba,central,,,,97.17,5190.0
CB1945,4,glutamate,central,,,,2.12,2924.0
CB1946,3,glutamate,central,,,,1.43,350.0
CB1947,2,acetylcholine,central,,,,15.95,395.0
CB1948,6,gaba,central,,,,29.68,4309.0
CB1949,3,gaba,central,,,,12.42,902.0
CB1950,3,acetylcholine,central,,,,4.6,2433.0
CB1951,6,acetylcholine,central,,,,45.01,1553.0
CB1952,2,acetylcholine,central,,,,57.93,473.0
CB1953,5,acetylcholine,central,,,,2.41,1453.0
CB1955,9,acetylcholine,central,,,,0.85,3977.0
CB1956,6,acetylcholine,central,,,,17.65,1745.0
CB1957,6,glutamate,central,,,,54.21,1199.0
CB1958,4,glutamate,central,,,,5.97,2344.0
CB1959,2,glutamate,central,,,,1.97,1169.0
CB1960,2,acetylcholine,central,,,,2.4,1001.0
CB1961,3,acetylcholine,central,,,,3.53,907.0
CB1962,2,gaba,central,,,,1.22,658.0
CB1963,4,acetylcholine,central,,,,84.93,1553.0
CB1964,21,acetylcholine,central,,,,3.97,11839.0
CB1965,3,acetylcholine,central,,,,6.08,1430.0
CB1966,3,gaba,central,,,,0.35,1131.0
CB1967,4,glutamate,central,,,,53.85,2210.0
CB1969,6,gaba,central,,,,5.09,2005.0
CB1970,2,glutamate,central,,,,30.27,816.0
CB1972,4,glutamate,central,,,,19.41,1185.0
CB1973,3,acetylcholine,central,,,,29.16,2020.0
CB1974,3,acetylcholine,central,,,,18.55,927.0
CB1975,8,glutamate,central,,,,39.73,1329.0
CB1976,4,glutamate,central,,,,7.05,1291.0
CB1977,4,acetylcholine,central,,,,3.26,1012.0
CB1978,11,gaba,central,,,,2.55,3806.0
CB1979,5,acetylcholine,central,,,,1.31,687.0
CB1980,4,acetylcholine,central,,,,82.34,2441.0
CB1981,5,glutamate,central,,,,1.6,1629.0
CB1982,3,glutamate,central,,,,5.85,769.0
CB1983,6,acetylcholine,central,,,,81.5,4102.0
CB1984,5,glutamate,central,,,,1.21,989.0
CB1985,3,acetylcholine,central,,,,13.94,545.0
CB1986,2,acetylcholine,central,,,,7.27,1375.0
CB1987,2,glutamate,central,,,,1.6,375.0
CB1988,4,acetylcholine,central,,,,3.61,1830.0
CB1989,4,acetylcholine,central,,,,16.55,2350.0
CB1990,5,acetylcholine,central,,,,5.89,2105.0
CB1991,7,glutamate,central,,,,3.94,913.0
CB1992,2,acetylcholine,central,,,,0.71,566.0
CB1993,4,acetylcholine,central,,,,0.18,2857.0
CB1995,8,acetylcholine,central,,,,9.83,4661.0
CB1996,5,gaba,central,,,,0.94,530.0
CB1997,14,glutamate,central,,,,88.19,2600.0
CB1999,4,acetylcholine,central,,,,0.78,1155.0
CB2000,5,acetylcholine,central,,,,3.39,2358.0
CB2001,4,acetylcholine,central,,,,34.96,3169.0
CB2002,6,gaba,central,,,,8.82,1734.0
